ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-005771,E-Commerce / Retail,account,high,neutral,Cannot log in despite correct credentials,"Good afternoon,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 3 devices.

Thank you,",2025-04-19,email,8
TKT-005772,E-Commerce / Retail,billing,medium,negative,Tax charged on tax-exempt account — order ORD-3798082,"Hey,

My tax exemption certificate is on file but order ORD-3798082 still shows $21 in sales tax. Please reverse. ",2025-03-23,mobile,24
TKT-005782,E-Commerce / Retail,delivery,high,positive,Order ORD-1545750 stuck in transit 11 days,Order ORD-1545750 has shown 'In Transit' on FedEx for 14 days. Last scan: Chicago hub.,2025-04-09,mobile,8
TKT-005783,E-Commerce / Retail,account,low,neutral,Loyalty points dropped to zero after app update,"I had 1882 points. After the app updated on 2026-02-10 they all vanished.

Regards,",2025-04-14,mobile,48
TKT-005786,E-Commerce / Retail,account,medium,positive,Password reset email not arriving,"To whom it may concern,

Clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam.",2025-06-11,web,24
TKT-005791,E-Commerce / Retail,technical,high,neutral,Wishlist items disappear after logout,"Hey,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

I expect a quick resolution.",2025-11-21,email,24
TKT-005792,E-Commerce / Retail,account,medium,positive,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

Please help ASAP.",2025-10-19,mobile,72
TKT-005795,E-Commerce / Retail,technical,medium,negative,Payment page 504 Gateway Timeout,"Hi,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Firefox and mobile.",2025-02-18,mobile,24
TKT-005796,E-Commerce / Retail,billing,high,positive,Refund for order ORD-1939470 not received after 28 days,"Hi,

I cancelled order ORD-1939470 on 2026-02-05. The $234 refund was promised within 5 business days. Still nothing.

Looking forward to your response.",2025-08-01,web,8
TKT-005799,E-Commerce / Retail,account,medium,negative,Cannot see invoices or download receipts,"Dear support team,

I can't believe that 'My Invoices' shows a blank page. I need receipts for 5 orders for expenses. 

Regards,",2025-10-03,email,24
TKT-005805,E-Commerce / Retail,delivery,medium,negative,Order ORD-4106084 not delivered on time,"Dear support team,

Order ORD-4106084 was due 2026-02-09. It is now 6 days late. UPS tracking 1Z4939934551 shows no updates. This is very urgent.

Please help ASAP.",2026-01-08,web,24
TKT-005807,E-Commerce / Retail,account,low,negative,Password reset email not arriving,"Dear support team,

Clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam.",2025-06-22,mobile,72
TKT-005809,E-Commerce / Retail,account,medium,positive,Cannot update delivery address — reverts on save,"To whom it may concern,

Every time I update my default address it reverts to the old one.",2026-01-13,mobile,72
TKT-005811,E-Commerce / Retail,technical,low,neutral,Payment page 504 Gateway Timeout,"Hey,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Chrome and mobile.",2025-07-19,mobile,120
TKT-005817,E-Commerce / Retail,billing,low,positive,Promo code not applied — order ORD-8891744,"I used code WELCOME20 at checkout for order ORD-8891744 but the 32% discount was never deducted. I was charged $573.

Best,",2025-09-25,web,120
TKT-005818,E-Commerce / Retail,technical,low,neutral,Payment page 504 Gateway Timeout,"Good morning,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Edge and mobile.

I expect a quick resolution.",2026-01-17,web,24
TKT-005820,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Dear support team,

I can't believe that my $187 gift card (GC-772318) was not deducted at checkout. I was charged the full amount. I am very frustrated.",2025-07-14,web,4
TKT-005824,E-Commerce / Retail,account,low,positive,Order ORD-6555984 not delivered on time,"Order ORD-6555984 was due 2026-02-06. It is now 4 days late. FedEx tracking 1Z2127470268 shows no updates. I need this resolved immediately.

Looking forward to your response.",2025-12-01,mobile,96
TKT-005825,E-Commerce / Retail,delivery,high,negative,Order ORD-8751603 not delivered on time,"Hey,

This is unacceptable — order ORD-8751603 was due 2026-02-11. It is now 8 days late. USPS tracking 1Z3037998187 shows no updates.",2025-06-04,mobile,4
TKT-005826,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-4318368,The item in order ORD-4318368 arrived with a cracked outer box. Product inside is unusable. I have photos.,2025-04-06,email,1
TKT-005827,E-Commerce / Retail,technical,medium,negative,Wishlist items disappear after logout,"Good afternoon,

I save items to my wishlist but every time I log out and back in the wishlist is empty. Please fix this as soon as possible.",2025-04-18,mobile,48
TKT-005830,E-Commerce / Retail,technical,medium,negative,Search returns zero results for existing products,"Good afternoon,

I'm having a serious issue — searching 'wireless headphones' returns nothing, yet these products appear on the homepage. I need this resolved immediately.",2025-03-27,mobile,12
TKT-005833,E-Commerce / Retail,technical,low,neutral,Discount vanishes between cart and checkout,"Dear support team,

A 29% discount shows correctly in my cart but disappears at checkout.

Looking forward to your response.",2025-05-30,chat,120
TKT-005836,E-Commerce / Retail,account,medium,neutral,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

Best,",2025-12-24,chat,12
TKT-005837,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"To whom it may concern,

I requested an email change on 2026-02-06. The confirmation never arrived.",2025-06-17,mobile,72
TKT-005844,E-Commerce / Retail,technical,medium,neutral,Search returns zero results for existing products,"Good afternoon,

Searching 'wireless headphones' returns nothing, yet these products appear on the homepage.",2026-01-08,web,12
TKT-005850,E-Commerce / Retail,technical,high,neutral,Website logs me out every few minutes,"Good afternoon,

The site logs me out every 4 minutes even when actively using it. Cookies are enabled.

Regards,",2025-05-23,mobile,2
TKT-005856,E-Commerce / Retail,delivery,high,positive,Refund for order ORD-6370937 not received after 29 days,"Hi there,

I cancelled order ORD-6370937 on 2026-02-05. The $195 refund was promised within 5 business days. Still nothing.",2025-08-06,web,8
TKT-005857,E-Commerce / Retail,technical,medium,neutral,Product images broken on all pages,"Dear support team,

All images show broken icons on Firefox v121 on Android 14. Cleared cache.

Best,",2025-11-10,web,8
TKT-005858,E-Commerce / Retail,account,medium,neutral,Cannot see invoices or download receipts,"Dear support team,

'My Invoices' shows a blank page. I need receipts for 7 orders for expenses.

Thank you,",2025-09-01,chat,12
TKT-005859,E-Commerce / Retail,technical,high,negative,Product images broken on all pages,All images show broken icons on Edge v115 on iOS 17. Cleared cache.,2025-08-02,email,48
TKT-005868,E-Commerce / Retail,billing,high,negative,Refund for order ORD-2888892 not received after 14 days,"Hi there,

This is unacceptable — i cancelled order ORD-2888892 on 2026-02-08. The $98 refund was promised within 5 business days. Still nothing. 

Thank you,",2025-07-04,web,2
TKT-005871,E-Commerce / Retail,account,medium,negative,Loyalty points dropped to zero after app update,"I can't believe that i had 2454 points. After the app updated on 2026-02-07 they all vanished. Please fix this as soon as possible.

Thanks,",2025-11-21,mobile,12
TKT-005873,E-Commerce / Retail,technical,medium,positive,Saved payment card disappears after a day,"Dear support team,

I've added my Visa card 3 times. It vanishes within a day.",2026-01-04,mobile,12
TKT-005874,E-Commerce / Retail,technical,medium,neutral,Password reset email not arriving,"Hi,

Clicked 'Forgot Password' 5 times. No reset email arrives. Checked spam.

Thanks,",2025-07-03,web,24
TKT-005878,E-Commerce / Retail,account,high,neutral,Account shows wrong order count,"Hey,

My account summary says I have 5 orders but I've actually placed 45.",2025-03-28,email,4
TKT-005880,E-Commerce / Retail,delivery,high,negative,Package ORD-6277548 marked delivered but missing,"To whom it may concern,

DHL shows order ORD-6277548 delivered 2026-02-08 but nothing is at my door or with neighbours. Tracking: 1Z2329453821.

Thanks,",2025-09-11,mobile,24
TKT-005881,E-Commerce / Retail,delivery,high,neutral,Damaged item in order ORD-9111150,"Dear support team,

The item in order ORD-9111150 arrived with a broken outer box. Product inside is unusable. I have photos.",2025-07-07,email,48
TKT-005882,E-Commerce / Retail,account,low,neutral,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

Thanks,",2025-10-22,web,168
TKT-005885,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,"I save items to my wishlist but every time I log out and back in the wishlist is empty.

I expect a quick resolution.",2025-04-01,web,96
TKT-005890,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-5359037 but standard used,I paid $12 for next-day shipping on order ORD-5359037 but it arrived 5 days late. I am very frustrated.,2025-10-30,chat,8
TKT-005891,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-2630805,"Good morning,

I received the box for order ORD-2630805 but only 2 of 4 items were inside. 

Thank you,",2025-11-15,web,8
TKT-005894,E-Commerce / Retail,technical,medium,positive,Entire order history disappeared after app update,"After updating to v4.3.1 on 2026-02-09, all 63 past orders are gone.

Looking forward to your response.",2025-02-27,email,72
TKT-005895,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-1009434,"Hi there,

Invoice for order ORD-1009434 shows $572 but the product page listed $495. I was overcharged by $77.

I expect a quick resolution.",2025-07-28,email,24
TKT-005896,E-Commerce / Retail,technical,high,neutral,Wishlist items disappear after logout,"Hi,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

I expect a quick resolution.",2025-05-29,mobile,24
TKT-005897,E-Commerce / Retail,account,low,positive,Email change request never confirmed,I requested an email change on 2026-02-11. The confirmation never arrived.,2025-08-22,chat,72
TKT-005899,E-Commerce / Retail,billing,low,negative,Wrong amount charged on order ORD-5380896,"Hi,

Invoice for order ORD-5380896 shows $423 but the product page listed $345. I was overcharged by $78.

Thank you,",2025-03-19,mobile,24
TKT-005902,E-Commerce / Retail,billing,low,negative,Tax charged on tax-exempt account — order ORD-7437584,"My tax exemption certificate is on file but order ORD-7437584 still shows $28 in sales tax. Please reverse.

Thanks,",2025-05-13,mobile,72
TKT-005906,E-Commerce / Retail,technical,low,positive,Entire order history disappeared after app update,"Hey,

After updating to v4.2.0 on 2026-02-08, all 38 past orders are gone.",2025-08-17,mobile,120
TKT-005909,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"Good morning,

After updating to v4.2.0 on 2026-02-08, all 37 past orders are gone.",2025-08-15,web,72
TKT-005912,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,"Dear support team,

I save items to my wishlist but every time I log out and back in the wishlist is empty.",2025-03-07,mobile,96
TKT-005915,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-7061849 never scheduled,"I requested a return pickup for order ORD-7061849 on 2026-02-10 but no one has contacted me to arrange it.

Best,",2025-11-13,web,4
TKT-005917,E-Commerce / Retail,billing,high,neutral,Refund for order ORD-7460238 not received after 30 days,"I cancelled order ORD-7460238 on 2026-02-06. The $202 refund was promised within 5 business days. Still nothing.

Thank you,",2025-03-25,web,2
TKT-005918,E-Commerce / Retail,technical,medium,neutral,Cannot add items to cart — page keeps reloading,"Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Safari on macOS Sonoma.

Regards,",2025-04-28,mobile,12
TKT-005921,E-Commerce / Retail,delivery,medium,neutral,Damaged item in order ORD-4373979,"Good afternoon,

The item in order ORD-4373979 arrived with a broken outer box. Product inside is unusable. I have photos.",2025-12-17,mobile,72
